Číslo;Druh/počet záznamů;Nálezů;Zastoupení (%);
516;Lotus uliginosus - štírovník bažinný;11460;,04;
517;Geranium palustre - kakost bahenní;11404;,04;
518;Picus canus - žluna šedá;11368;,04;
519;Argynnis paphia - perleťovec stříbropásek;11287;,04;
520;Vaccinium uliginosum - vlochyně bahenní;11221;,04;
521;Tringa glareola - vodouš bahenní;11197;,04;
522;Alisma plantago-aquatica - žabník jitrocelový;11185;,04;
523;Symphytum tuberosum - kostival hlíznatý;11137;,04;
524;Solanum dulcamara - lilek potměchuť;11128;,04;
525;Anthericum ramosum - bělozářka větevnatá;11125;,04;
526;Pelophylax esculentus - skokan zelený;11125;,04;
527;Dendrocoptes medius - strakapoud prostřední;10999;,04;
528;Ochlodes sylvanus - soumračník rezavý;10977;,04;
529;Selinum carvifolia - olešník kmínolistý;10971;,04;
530;Linaria vulgaris - lnice květel;10948;,04;
531;Solidago canadensis - zlatobýl kanadský;10891;,04;
532;Knautia arvensis agg.;10887;,04;
533;Geranium sylvaticum - kakost lesní;10864;,04;
534;Anthus pratensis - linduška luční;10863;,04;
535;Viola hirta - violka srstnatá;10838;,04;
536;Myosotis palustris - pomněnka bahenní;10767;,04;
537;Ischnura elegans - šidélko větší;10766;,04;
538;Galeopsis bifida - konopice dvouklaná;10748;,04;
539;Phyteuma spicatum - zvonečník klasnatý;10738;,04;
540;Atrichum undulatum;10719;,04;
541;Torilis japonica - tořice japonská;10705;,04;
542;Ranunculus flammula - pryskyřník plamének;10677;,04;
543;Teucrium chamaedrys - ožanka kalamandra;10671;,04;
544;Mentha longifolia - máta dlouholistá;10667;,04;
545;Betula pubescens - bříza pýřitá;10650;,04;
546;Mareca penelope - hvízdák eurasijský;10600;,04;
547;Sus scrofa - prase divoké;10595;,04;
548;Viola canina - violka psí;10591;,04;
549;Grus grus - jeřáb popelavý;10588;,04;
550;Luzula multiflora - bika mnohokvětá;10576;,04;
551;Perdix perdix - koroptev polní;10568;,04;
552;Mentha arvensis - máta rolní;10554;,04;
553;Juniperus communis - jalovec obecný;10551;,04;
554;Reynoutria japonica - křídlatka japonská;10533;,04;
555;Calamagrostis canescens - třtina šedavá;10528;,04;
556;Carex acutiformis - ostřice ostrá;10502;,04;
557;Epipactis helleborine - kruštík širolistý;10479;,04;
558;Thymelicus lineola - soumračník čárečkovaný;10468;,04;
559;Trifolium arvense - jetel rolní;10459;,04;
560;Saxicola rubicola - bramborníček černohlavý;10445;,04;
561;Polygala vulgaris - vítod obecný;10439;,04;
562;Epilobium hirsutum - vrbovka chlupatá;10392;,04;
563;Rumex crispus - šťovík kadeřavý;10389;,04;
564;Oxycoccus palustris - klikva bahenní;10371;,04;
565;Rallus aquaticus - chřástal vodní;10349;,04;
566;Acrocephalus schoenobaenus - rákosník proužkovaný;10341;,04;
567;Lupinus polyphyllus - lupina mnoholistá;10319;,04;
568;Pastinaca sativa - pastinák setý;10315;,04;
569;Pohlia nutans;10306;,04;
570;Rhamnus cathartica - řešetlák počistivý;10298;,04;
571;Riparia riparia - břehule říční;10294;,04;
572;Ribes uva-crispa - srstka angrešt;10250;,04;
573;Carex humilis - ostřice nízká;10104;,04;
574;Soldanella montana - dřípatka horská;10056;,04;
575;Populus × canadensis - topol kanadský;10054;,04;
576;Filipendula vulgaris - tužebník obecný;10040;,04;
577;Ranunculus auricomus - pryskyřník zlatožlutý;10006;,03;
578;Potentilla arenaria - mochna písečná;10002;,03;
579;Leucojum vernum - bledule jarní;10001;,03;
580;Galium mollugo agg.;9988;,03;
581;Danthonia decumbens - trojzubec poléhavý;9987;,03;
582;Lathyrus niger - hrachor černý;9937;,03;
583;Hordelymus europaeus - ječmenka evropská;9934;,03;
584;Blechnum spicant - žebrovice různolistá;9922;,03;
585;Tragopogon orientalis - kozí brada východní;9912;,03;
586;Motacilla flava - konipas luční;9896;,03;
587;Cruciata glabra - svízelka lysá;9853;,03;
588;Zootoca vivipara - ještěrka živorodá;9840;,03;
589;Ranunculus auricomus agg.;9787;,03;
590;Listera ovata - bradáček vejčitý;9781;,03;
591;Issoria lathonia - perleťovec malý;9753;,03;
592;Persicaria hydropiper - rdesno peprník;9749;,03;
593;Carex montana - ostřice horská;9636;,03;
594;Molinia arundinacea - bezkolenec rákosovitý;9621;,03;
595;Papilio machaon - otakárek fenyklový;9604;,03;
596;Accipiter gentilis - jestřáb lesní;9603;,03;
597;Potentilla tabernaemontani - mochna jarní;9585;,03;
598;Rhinolophus hipposideros - vrápenec malý;9546;,03;
599;Asperula cynanchica - mařinka psí;9540;,03;
600;Calidris pugnax - jespák bojovný;9507;,03;
601;Galeopsis tetrahit - konopice polní;9485;,03;
602;Alchemilla vulgaris - kontryhel ostrolaločný;9480;,03;
603;Hippolais icterina - sedmihlásek hajní;9460;,03;
604;Ranunculus lanuginosus - pryskyřník kosmatý;9421;,03;
605;Remiz pendulinus - moudivláček lužní;9416;,03;
606;Persicaria amphibia - rdesno obojživelné;9413;,03;
607;Eupatorium cannabinum - sadec konopáč;9412;,03;
608;Dryopteris filix-mas agg.;9405;,03;
609;Myosotis arvensis - pomněnka rolní;9316;,03;
610;Myosotis sylvatica - pomněnka lesní;9315;,03;
611;Pelophylax ridibundus - skokan skřehotavý;9303;,03;
612;Koeleria macrantha - smělek štíhlý;9300;,03;
613;Tringa nebularia - vodouš šedý;9290;,03;
614;Lepus europaeus - zajíc polní;9286;,03;
615;Trifolium dubium - jetel pochybný;9245;,03;
616;Platycnemis pennipes - šidélko brvonohé;9235;,03;
617;Phegopteris connectilis - bukovinec osladičovitý;9163;,03;
618;Phengaris nausithous - modrásek bahenní;9128;,03;
619;Gentiana asclepiadea - hořec tolitovitý;9123;,03;
620;Locustella luscinioides - cvrčilka slavíková;9113;,03;
621;Pararge aegeria - okáč pýrový;9110;,03;
622;Barbastella barbastellus - netopýr černý;9079;,03;
623;Fallopia convolvulus - opletka obecná;9058;,03;
624;Achillea ptarmica - řebříček bertrám;9025;,03;
625;Alchemilla monticola - kontryhel pastvinný;9015;,03;
626;Dryobates minor - strakapoud malý;8987;,03;
627;Medicago falcata - tolice srpovitá;8981;,03;
628;Carex flacca - ostřice chabá;8952;,03;
629;Poecile montanus - sýkora lužní;8890;,03;
630;Bupleurum falcatum - prorostlík srpovitý;8880;,03;
631;Pyrus communis - hrušeň obecná;8860;,03;
632;Malus domestica - jabloň domácí;8853;,03;
633;Asio otus - kalous ušatý;8834;,03;
634;Nycticorax nycticorax - kvakoš noční;8813;,03;
635;Cornus mas - dřín jarní;8795;,03;
636;Sympetrum sanguineum - vážka rudá;8787;,03;
637;Boloria dia - perleťovec nejmenší;8785;,03;
638;Martes foina - kuna skalní;8778;,03;
639;Crataegus laevigata - hloh obecný;8762;,03;
640;Aegolius funereus - sýc rousný;8742;,03;
641;Triturus cristatus - čolek velký;8742;,03;
642;Coenonympha glycerion - okáč třeslicový;8731;,03;
643;Luscinia svecica cyanecula - slavík modráček středoevropský;8689;,03;
644;Leucobryum glaucum - bělomech sivý;8678;,03;
645;Myosoton aquaticum - křehkýš vodní;8641;,03;
646;Poa chaixii - lipnice širolistá;8634;,03;
647;Linum catharticum - len počistivý;8608;,03;
648;Arnica montana - prha arnika;8588;,03;
649;Bufotes viridis - ropucha zelená;8587;,03;
650;Trollius altissimus - upolín nejvyšší;8576;,03;
651;Lycopodium annotinum - plavuň pučivá;8545;,03;
652;Digitalis grandiflora - náprstník velkokvětý;8519;,03;
653;Meles meles - jezevec lesní;8444;,03;
654;Pelophylax lessonae - skokan krátkonohý;8407;,03;
655;Bubo bubo - výr velký;8375;,03;
656;Lynx lynx - rys ostrovid;8358;,03;
657;Hylocomium splendens - rokytník skvělý;8255;,03;
658;Thymelicus sylvestris - soumračník metlicový;8243;,03;
659;Chenopodium album - merlík bílý;8239;,03;
660;Nyctalus noctula - netopýr rezavý;8235;,03;
661;Aeshna cyanea - šídlo modré;8168;,03;
662;Galium pumilum - svízel nízký;8165;,03;
663;Ulmus laevis - jilm vaz;8108;,03;
664;Salamandra salamandra - mlok skvrnitý;8105;,03;
665;Melitaea athalia - hnědásek jitrocelový;8103;,03;
666;Helianthemum grandiflorum subsp. obscurum - devaterník velkokvětý tmavý;8094;,03;
667;Ulmus minor - jilm habrolistý;8089;,03;
668;Lamium album - hluchavka bílá;8082;,03;
669;Neottia nidus-avis - hlístník hnízdák;8056;,03;
670;Falcaria vulgaris - srpek obecný;8033;,03;
671;Alopochen aegyptiaca - husice nilská;8008;,03;
672;Dryopteris carthusiana agg.;7997;,03;
673;Lyrurus tetrix - tetřívek obecný;7987;,03;
674;Larus canus - racek bouřní;7977;,03;
675;Lonicera nigra - zimolez černý;7976;,03;
676;Lycaena phlaeas - ohniváček černokřídlý;7964;,03;
677;Poa pratensis agg.;7958;,03;
678;Martes martes - kuna lesní;7929;,03;
679;Trifolium montanum - jetel horský;7903;,03;
680;Podiceps nigricollis - potápka černokrká;7893;,03;
681;Circus cyaneus - moták pilich;7879;,03;
682;Epilobium ciliatum - vrbovka žláznatá;7871;,03;
683;Veronica arvensis - rozrazil rolní;7857;,03;
684;Silene latifolia subsp. alba - silenka širolistá bílá;7827;,03;
685;Conyza canadensis - turanka kanadská;7825;,03;
686;Ballota nigra - měrnice černá;7824;,03;
687;Melittis melissophyllum - medovník meduňkolisý;7814;,03;
688;Senecio jacobaea - starček přímětník;7800;,03;
689;Circus pygargus - moták lužní;7796;,03;
690;Pulmonaria officinalis agg.;7780;,03;
691;Veratrum album subsp. lobelianum - kýchavice bílá Lobelova;7744;,03;
692;Persicaria lapathifolia - rdesno blešník;7718;,03;
693;Tetrao urogallus - tetřev hlušec;7702;,03;
694;Euphorbia dulcis - pryšec sladký;7693;,03;
695;Lactuca serriola - locika kompasová;7691;,03;
696;Lamium purpureum - hluchavka nachová;7688;,03;
697;Galeopsis speciosa - konopice sličná;7625;,03;
698;Lycaena tityrus - ohniváček černoskvrnný;7591;,03;
699;Galeopsis sp.;7585;,03;
700;Elymus caninus - pýrovník psí;7584;,03;
701;Chaerophyllum temulum - krabilice mámivá;7578;,03;
702;Sphagnum girgensohnii - rašeliník Girgensohnův;7576;,03;
703;Enallagma cyathigerum - šidélko kroužkované;7569;,03;
704;Phleum phleoides - bojínek tuhý;7568;,03;
705;Veronica montana - rozrazil horský;7567;,03;
706;Orthetrum cancellatum - vážka černořitná;7565;,03;
707;Buteo lagopus - káně rousná;7560;,03;
708;Cichorium intybus - čekanka obecná;7472;,03;
709;Salix viminalis - vrba košíkářská;7470;,03;
710;Artemisia campestris - pelyněk ladní;7421;,03;
711;Anser albifrons - husa běločelá;7366;,03;
712;Lasiommata megera - okáč zední;7355;,03;
713;Meum athamanticum - koprník štětinolistý;7355;,03;
714;Galium mollugo - svízel povázka;7337;,03;
715;Erynnis tages - soumračník máčkový;7326;,03;
716;Locustella fluviatilis - cvrčilka říční;7323;,03;
717;Achillea collina - řebříček chlumní;7311;,03;
718;Potamogeton natans - rdest vzplývavý;7309;,03;
719;Dicranella heteromalla - dvouhroteček různotvárný;7302;,03;
720;Poa compressa - lipnice smáčknutá;7299;,03;
721;Mustela erminea - hranostaj;7270;,03;
722;Ononis spinosa - jehlice trnitá;7232;,03;
723;Scorzonera humilis - hadí mord nízký;7221;,03;
724;Bazzania trilobata;7204;,03;
725;Thlaspi arvense - penízek rolní;7194;,03;
726;Larus cachinnans/michahellis - racek bělohlavý/středomořský;7171;,03;
727;Salix purpurea - vrba nachová;7146;,02;
728;Taraxacum sp.;7141;,02;
729;Sedum sexangulare - rozchodník tenkolistý;7133;,02;
730;Arctium tomentosum - lopuch plstnatý;7108;,02;
731;Festuca valesiaca - kostřava walliská;7094;,02;
732;Bombina variegata - kuňka žlutobřichá;7088;,02;
733;Carex caryophyllea - ostřice jarní;7036;,02;
734;Festuca pallens - kostřava sivá;7025;,02;
735;Peucedanum palustre - smldník bahenní;7017;,02;
736;Asplenium trichomanes - sleziník červený;7011;,02;
737;Crepis mollis subsp. hieracioides - škarda měkká čertkusolistá;7007;,02;
738;Juncus inflexus - sítina sivá;6994;,02;
739;Argynnis aglaja - perleťovec velký;6983;,02;
740;Cytisus scoparius - janovec metlatý;6951;,02;
741;Lestes sponsa - šídlatka páskovaná;6908;,02;
742;Pyrus pyraster - hrušeň polnička;6905;,02;
743;Spirodela polyrhiza - závitka mnohokořenná;6898;,02;
744;Saxifraga granulata - lomikámen zrnatý;6894;,02;
745;Inula salicina - oman vrbolistý;6888;,02;
746;Dentaria enneaphyllos - kyčelnice devítilistá;6878;,02;
747;Libellula depressa - vážka ploská;6851;,02;
748;Anthyllis vulneraria - úročník bolhoj;6848;,02;
749;Sedum acre - rozchodník ostrý;6815;,02;
750;Cotoneaster integerrimus - skalník celokrajný;6796;,02;
751;Euonymus verrucosa - brslen bradavičnatý;6770;,02;
752;Ranunculus polyanthemos - pryskyřník mnohokvětý;6758;,02;
753;Libellula quadrimaculata - vážka čtyřskvrnná;6758;,02;
754;Colias hyale - žluťásek čičorečkový;6747;,02;
755;Gnaphalium sylvaticum - protěž lesní;6713;,02;
756;Koeleria pyramidata - smělek jehlancovitý;6682;,02;
757;Vicia tetrasperma - vikev čtyřsemenná;6681;,02;
758;Dactylorhiza fuchsii - prstnatec Fuchsův;6678;,02;
759;Dicranum polysetum - dvouhrotec čeřitý;6626;,02;
760;Euphrasia rostkoviana - světlík lékařský;6622;,02;
761;Mustela nivalis - kolčava;6615;,02;
762;Typha angustifolia - orobinec úzkolistý;6607;,02;
763;Tadorna tadorna - husice liščí;6601;,02;
764;Tringa totanus - vodouš rudonohý;6598;,02;
765;Alopecurus aequalis - psárka plavá;6598;,02;
766;Galium schultesii - svízel Schultesův;6595;,02;
767;Chrysosplenium oppositifolium - mokrýš vstřícnolistý;6570;,02;
768;Circaea alpina - čarovník alpský;6546;,02;
769;Pernis apivorus - včelojed lesní;6465;,02;
770;Trifolium campestre - jetel ladní;6461;,02;
771;Calopteryx splendens - motýlice lesklá;6425;,02;
772;Ajuga genevensis - zběhovec lesní;6425;,02;
773;Scolopax rusticola - sluka lesní;6419;,02;
774;Vicia hirsuta - vikev chlupatá;6407;,02;
775;Carduus acanthoides - bodlák obecný;6406;,02;
776;Senecio hercynicus - starček hercynský;6400;,02;
777;Ficedula hypoleuca - lejsek černohlavý;6398;,02;
778;Nymphalis antiopa - babočka osiková;6387;,02;
779;Cirsium eriophorum - pcháč bělohlavý;6354;,02;
780;Carex muricata agg.;6338;,02;
781;Celastrina argiolus - modrásek krušinový;6309;,02;
782;Cephalanthera damasonium - okrotice bílá;6304;,02;
783;Juglans regia - ořešák královský;6302;,02;
784;Glaucidium passerinum - kulíšek nejmenší;6299;,02;
785;Lunaria rediviva - měsíčnice vytrvalá;6281;,02;
786;Aquilegia vulgaris - orlíček obecný;6277;,02;
787;Sympetrum vulgatum - vážka obecná;6259;,02;
788;Carum carvi - kmín kořenný;6259;,02;
789;Salvia verticillata - šalvěj přeslenitá;6242;,02;
790;Stachys recta - čistec přímý;6224;,02;
791;Carterocephalus palaemon - soumračník jitrocelový;6204;,02;
792;Mustela putorius - tchoř tmavý;6203;,02;
793;Lullula arborea - skřivan lesní;6186;,02;
794;Geranium sanguineum - kakost krvavý;6183;,02;
795;Potentilla heptaphylla - mochna sedmilistá;6175;,02;
796;Boloria selene - perleťovec dvanáctitečný;6166;,02;
797;Cervus elaphus - jelen evropský;6153;,02;
798;Pyrrhosoma nymphula - šidélko ruměnné;6136;,02;
799;Stachys palustris - čistec bahenní;6134;,02;
800;Heracleum mantegazzianum - bolševník velkolepý;6127;,02;
801;Digitalis purpurea - náprstník červený;6116;,02;
802;Peucedanum cervaria - smldník jelení;6095;,02;
803;Veronica persica - rozrazil perský;6077;,02;
804;Nucifraga caryocatactes - ořešník kropenatý;6069;,02;
805;Leptidea juvernica/sinapis;6065;,02;
806;Sparganium erectum - zevar vzpřímený;6047;,02;
807;Myotis nattereri - netopýr řasnatý;6037;,02;
808;Cytisus nigricans - čilimník černající;6020;,02;
809;Thymus praecox - mateřídouška časná;6016;,02;
810;Echinochloa crus-galli - ježatka kuří noha;6013;,02;
811;Salvia glutinosa - šalvěj lepkavá;5986;,02;
812;Ranunculus bulbosus - pryskyřník hlíznatý;5985;,02;
813;Pyrgus malvae - soumračník jahodníkový;5953;,02;
814;Carex riparia - ostřice pobřežní;5948;,02;
815;Calidris alpina - jespák obecný;5946;,02;
816;Cardaminopsis halleri - řeřišničník Hallerův;5877;,02;
817;Jasione montana - pavinec horský;5853;,02;
818;Vinca minor - barvínek menší;5853;,02;
819;Sonchus oleraceus - mléč zelinný;5830;,02;
820;Molinia caerulea agg.;5826;,02;
821;Tetrastes bonasia - jeřábek lesní;5822;,02;
822;Athyrium distentifolium - papratka horská;5769;,02;
823;Anax imperator - šídlo královské;5764;,02;
824;Polygonum aviculare agg.;5755;,02;
825;Aesculus hippocastanum - jírovec maďal;5721;,02;
826;Matricaria discoidea - heřmánek terčovitý;5704;,02;
827;Salix sp.;5700;,02;
828;Iphiclides podalirius - otakárek ovocný;5685;,02;
829;Plagiomnium undulatum - měřík čeřitý;5670;,02;
830;Bidens frondosa - dvouzubec černoplodý;5636;,02;
831;Fringilla montifringilla - pěnkava jikavec;5614;,02;
832;Atriplex patula - lebeda rozkladitá;5607;,02;
833;Arctium lappa - lopuch větší;5607;,02;
834;Carex sp.;5603;,02;
835;Falco subbuteo - ostříž lesní;5593;,02;
836;Pipistrellus pipistrellus - netopýr hvízdavý;5588;,02;
837;Plebejus argus - modrásek černolemý;5583;,02;
838;Pelobates fuscus - blatnice skvrnitá;5580;,02;
839;Drosera rotundifolia - rosnatka okrouhlolistá;5573;,02;
840;Lycaena virgaureae - ohniváček celíkový;5569;,02;
841;Sorbus aucuparia subsp. aucuparia - jeřáb ptačí pravý;5562;,02;
842;Sylvia nisoria - pěnice vlašská;5557;,02;
843;Cardamine impatiens - řeřišnice nedůtklivá;5537;,02;
844;Veronica serpyllifolia - rozrazil douškolistý;5535;,02;
845;Sphagnum fallax - rašeliník křivolistý;5529;,02;
846;Brenthis ino - perleťovec kopřivový;5527;,02;
847;Melica transsilvanica - strdivka sedmihradská;5526;,02;
848;Vipera berus - zmije obecná;5526;,02;
849;Gagea lutea - křivatec žlutý;5525;,02;
850;Serratula tinctoria - srpice barvířská;5514;,02;
851;Hieracium laevigatum - jestřábník hladký;5481;,02;
852;Chlidonias niger - rybák černý;5465;,02;
853;Melampyrum sylvaticum - černýš lesní;5462;,02;
854;Menyanthes trifoliata - vachta trojlistá;5461;,02;
855;Canis lupus - vlk obecný;5453;,02;
856;Taxus baccata - tis červený;5449;,02;
857;Calopteryx virgo - motýlice obecná;5446;,02;
858;Tyto alba - sova pálená;5445;,02;
859;Pinus nigra - borovice černá;5441;,02;
860;Aruncus vulgaris - udatna lesní;5436;,02;
861;Pandion haliaetus - orlovec říční;5419;,02;
